Razao_Social;UF;REGISTRO_ANS;CNPJ;Modalidade;Trimestre;Ano;Total_Despesas;Media_Trimestral
DENTAL MASTER LTDA - EPP;AL;413747;4212174000179;Odontologia de Grupo;2;2025;10188260.11;1455465.73
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;CE;414689;4839091000104;Autogestão;3;2025;10051126.749999998;295621.37499999994
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;SP;407569;72916364000127;Autogestão;1;2025;10045069.86;22272.882172949
UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO;PB;344141;2314168000105;Cooperativa Médica;1;2025;9996142.89;434614.9082608696
SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;RJ;414654;4222235000189;Odontologia de Grupo;1;2025;9984616.37;554700.9094444443
DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;SP;314366;571628000147;Odontologia de Grupo;2;2025;9941826.879999999;22043.962039911305
HEALTH-MED SISTEMA DE SAUDE LTDA;RJ;421723;27047334000177;Medicina de Grupo;3;2025;9701941.6;21276.187719298247
UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;GO;358339;37256591000172;Cooperativa odontológica;1;2025;9700953.17;970095.317
PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;BA;417106;10767219000174;Odontologia de Grupo;3;2025;9612031.27;1373147.3242857142
CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;RJ;422304;36263502000152;Medicina de Grupo;1;2025;9581582.66;737044.8200000001
SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;SP;422746;40038813000195;Medicina de Grupo;2;2025;9425454.03;628363.602
CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;RJ;319872;35908607000159;Medicina de Grupo;1;2025;9384320.72;493911.6168421053
ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;SP;408093;66493339000185;Autogestão;2;2025;9256590.43;356022.7088461538
UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;SP;334511;1773319000112;Cooperativa Médica;3;2025;9254223.43;841293.0390909091
DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;PB;300730;1402285000150;Odontologia de Grupo;2;2025;9161543.290000001;610769.5526666667
ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;SP;417831;10364053000145;Odontologia de Grupo;2;2025;9120691.34;570043.20875
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL;RJ;316849;42465310000121;Autogestão;1;2025;9096246.23;478749.8015789474
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;RJ;407534;28023703000154;Medicina de Grupo;2;2025;9070177.92;348852.9969230769
UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA;SP;347795;59527440000144;Cooperativa odontológica;1;2025;9064755.61;453237.7805
QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;BA;417131;10456692000130;Odontologia de Grupo;3;2025;9008777.44;1286968.2057142856
UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA;SP;334243;58702853000155;Cooperativa odontológica;1;2025;8881135.41;467428.1794736842
FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;MS;418129;13026081000140;Autogestão;1;2025;8869655.39;443482.76950000005
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;SP;408034;66491036000123;Autogestão;1;2025;8819481.92;267257.0278787879
UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA;SP;316997;65442162000125;Cooperativa odontológica;1;2025;8805095.41;463426.0742105263
INNOVA PLANO DE SAUDE LTDA;RO;423572;48982275000102;Medicina de Grupo;3;2025;8723887.16;623134.7971428571
ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ;PA;419591;20160828000114;Autogestão;1;2025;8703442.28;395611.0127272727
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU;SP;411248;648506000101;Autogestão;1;2025;8694235.81;362259.8254166667
UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA;SP;382655;2149799000108;Cooperativa odontológica;1;2025;8629387.27;431469.3635
COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;MG;409791;3494031000134;Cooperativa odontológica;1;2025;8259902.2700000005;434731.69842105266
PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;BA;422959;41929347000109;Medicina de Grupo;1;2025;8232797.92;205819.948
UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;MT;343404;37496767000163;Cooperativa odontológica;3;2025;8227376.25;391779.8214285714
UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA;SP;331104;2064028000118;Cooperativa odontológica;2;2025;8217249.57;391297.59857142856
ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL;SP;421618;30724638000136;Medicina de Grupo;1;2025;8177937.47;340747.39458333334
SD-M OPERADORA DE PLANOS DE SAUDE LTDA;RJ;421634;28953753000130;Medicina de Grupo;1;2025;8036943.140000001;446496.84111111116
ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;SP;420816;25141173000150;Medicina de Grupo;2;2025;8003987.45;363817.6113636364
PORTO DIAS SAUDE LTDA.;PA;415081;6145428000109;Medicina de Grupo;2;2025;7858072.12;392903.606
UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;SP;334511;1773319000112;Cooperativa Médica;2;2025;7852492.0200000005;713862.910909091
ODONTOART PLANOS ODONTOLÓGICOS LTDA;CE;414387;3187913000157;Odontologia de Grupo;1;2025;7837878.63;522525.24199999997
ODONT-OPERADORA ODONTOLOGICA LTDA;SP;422088;34907159000106;Odontologia de Grupo;1;2025;7836255.9;356193.45
UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;ES;370711;2580965000126;Cooperativa odontológica;1;2025;7827251.17;340315.26826086955
ODONT-OPERADORA ODONTOLOGICA LTDA;SP;422088;34907159000106;Odontologia de Grupo;2;2025;7753806.029999999;352445.7286363636
DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;SP;322890;2156150000114;Odontologia de Grupo;1;2025;7748976.739999999;17181.7666075388
MEDHEALTH PLANOS DE SAÚDE LTDA;PR;421367;28310835000167;Medicina de Grupo;1;2025;7744555.409999999;407608.17947368417
COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;MG;419028;25906728000108;Cooperativa odontológica;2;2025;7727369.3;406703.647368421
UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;PR;381144;1367538000100;Cooperativa odontológica;1;2025;7564611.2;472788.2
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;SP;408026;665690000106;Autogestão;1;2025;7554142.3;269790.7964285714
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;MG;382281;22027346000116;Medicina de Grupo;1;2025;7406532.41;274316.0151851852
ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;MG;417220;10796140000171;Odontologia de Grupo;2;2025;7331881.53;523705.8235714286
PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;SE;415987;4430627000133;Odontologia de Grupo;1;2025;7281789.5;485452.63333333336
UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA;SP;331104;2064028000118;Cooperativa odontológica;1;2025;7270589.16;363529.458
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;SP;413267;4234059000103;Medicina de Grupo;2;2025;7249265.72;453079.1075
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;MG;408522;24729097000136;Filantropia;3;2025;7166026.86;286641.07440000004
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SP;344915;44945962000199;Filantropia;1;2025;7148111.2;174344.17560975612
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;SP;418072;13223975000120;Seguradora Especializada em Saúde;1;2025;7103838.4;417872.84705882357
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;SP;415910;2569472000195;Medicina de Grupo;2;2025;7011007.35;350550.3675
ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;SE;420093;13083167000105;Autogestão;1;2025;6938230.35;256971.49444444443
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;SP;406813;59766105000107;Autogestão;1;2025;6881925.57;196626.44485714287
UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA;PR;350770;82239476000144;Cooperativa odontológica;1;2025;6826280.9799999995;325060.999047619
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;CE;414689;4839091000104;Autogestão;2;2025;6766179.47;199005.27852941176
ASSOCIAÇÃO DO FISCO DE ALAGOAS;AL;393533;12317012000123;Autogestão;1;2025;6725227.580000001;249082.502962963
PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;MG;422355;36186642000174;Odontologia de Grupo;1;2025;6681215.8100000005;445414.3873333334
ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;RS;382639;92911056000116;Autogestão;2;2025;6656268.13;221875.60433333332
DENTAL CENTER LTDA;PB;339458;35436658000125;Odontologia de Grupo;1;2025;6611357.93;440757.19533333334
ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.;SP;419281;14891935000110;Odontologia de Grupo;3;2025;6505698.13;14425.051286031043
UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA;SP;343056;531736000196;Cooperativa odontológica;1;2025;6443094.37;268462.2654166667
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;GO;344184;33601568000117;Autogestão;1;2025;6293515.75;242058.29807692306
HSMED SAUDE LTDA;RJ;342955;29780384000194;Medicina de Grupo;1;2025;6237541.92;13678.82
QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;BA;417131;10456692000130;Odontologia de Grupo;2;2025;6072215.61;867459.3728571429
COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;AP;365785;2254846000183;Cooperativa odontológica;1;2025;6025645.71;376602.856875
ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;RS;418218;11336728000105;Medicina de Grupo;1;2025;6019752.62;200658.42066666667
PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;BA;417106;10767219000174;Odontologia de Grupo;2;2025;5965022.680000001;852146.0971428573
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;MG;408522;24729097000136;Filantropia;2;2025;5911052.39;236442.0956
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;MA;415901;41369935000127;Medicina de Grupo;3;2025;5838829.0;389255.26666666666
ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;SP;408093;66493339000185;Autogestão;1;2025;5770892.17;230835.6868
RODRIGUES LEIRA ODONTOLOGIA LTDA.;SP;415243;7154253000169;Odontologia de Grupo;1;2025;5750500.72;359406.295
UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;RS;305421;72120124000111;Cooperativa odontológica;1;2025;5744407.91;478700.6591666667
UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;MT;343404;37496767000163;Cooperativa odontológica;2;2025;5736590.66;318699.4811111111
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;SP;417491;11565995000154;Medicina de Grupo;1;2025;5607745.95;68387.14573170732
BENEFICENCIA SOCIAL BOM SAMARITANO;MG;421189;22709109000135;Filantropia;1;2025;5580635.93;126832.63477272727
INFINITY SAÚDE SUPLEMENTAR LTDA;MT;423564;42785902000120;Medicina de Grupo;3;2025;5464434.77;237584.12043478258
HEALTH-MED SISTEMA DE SAUDE LTDA;RJ;421723;27047334000177;Medicina de Grupo;2;2025;5434993.95;11918.846381578947
DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;SP;314366;571628000147;Odontologia de Grupo;1;2025;5408363.57;11991.936962305987
MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;RJ;412015;3670297000190;Medicina de Grupo;1;2025;5397368.69;215894.7476
ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE;PE;423432;47325263000134;Autogestão;1;2025;5273003.1899999995;376643.08499999996
AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP;SP;413283;3694367000140;Odontologia de Grupo;1;2025;5270713.029999999;11686.725121951218
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;RJ;407534;28023703000154;Medicina de Grupo;1;2025;5242779.82;209711.19280000002
DENTAL MASTER LTDA - EPP;AL;413747;4212174000179;Odontologia de Grupo;1;2025;5189083.75;741297.6785714285
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;CE;414689;4839091000104;Autogestão;1;2025;5001143.2700000005;156285.72718750002
CROWN ODONTOLOGIA DE GRUPO LTDA;SP;397245;69099307000198;Odontologia de Grupo;3;2025;4961472.57;291851.3276470588
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;CE;327328;5455431000166;Medicina de Grupo;3;2025;4940082.96;290593.11529411766
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;SP;413267;4234059000103;Medicina de Grupo;1;2025;4880159.37;305009.960625
ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.;SP;419281;14891935000110;Odontologia de Grupo;2;2025;4818064.9799999995;10683.070909090908
DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;PB;300730;1402285000150;Odontologia de Grupo;1;2025;4799298.67;319953.24466666667
SISTEMA PREVSAUDE DENTAL LTDA;CE;333239;1672007000112;Odontologia de Grupo;3;2025;4781180.72;10485.045438596491
SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;SP;419524;19304091000187;Odontologia de Grupo;3;2025;4769623.05;317974.87
EXCELÊNCIA PLANO DE SAÚDE S/A;ES;421642;31763326000102;Medicina de Grupo;3;2025;4734574.68;225455.93714285712
PORTO DIAS SAUDE LTDA.;PA;415081;6145428000109;Medicina de Grupo;1;2025;4727895.43;236394.77149999997
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;MG;413551;4299994000140;Medicina de Grupo;3;2025;4604572.6;242345.92631578946
UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;SP;334511;1773319000112;Cooperativa Médica;1;2025;4570857.11;415532.4645454546
BLUZZ SAÚDE S/A;ES;424170;54557861000102;Medicina de Grupo;2;2025;4562953.1;182518.12399999998
ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE;SP;420816;25141173000150;Medicina de Grupo;1;2025;4552282.2;206921.91818181818
HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;PR;420930;77893469000121;Filantropia;3;2025;4401363.69;440136.36900000006
HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;PR;420930;77893469000121;Filantropia;2;2025;4401363.69;440136.36900000006
MEDHEALTH PLANOS DE SAÚDE LTDA;PR;421367;28310835000167;Medicina de Grupo;3;2025;4392265.77;219613.28849999997
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;MA;415901;41369935000127;Medicina de Grupo;2;2025;4295568.12;286371.208
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;SP;418072;13223975000120;Seguradora Especializada em Saúde;3;2025;4157232.5700000003;207861.62850000002
ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;SP;417831;10364053000145;Odontologia de Grupo;1;2025;4147788.27;259236.766875
HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;PR;420930;77893469000121;Filantropia;1;2025;4075688.3899999997;407568.839
ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;MG;417220;10796140000171;Odontologia de Grupo;1;2025;4041871.5599999996;288705.1114285714
VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA;SP;422487;37319040000100;Medicina de Grupo;1;2025;4027783.75;447531.52777777775
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;SP;415910;2569472000195;Medicina de Grupo;1;2025;4014376.6799999997;8901.056940133038
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;MG;408522;24729097000136;Filantropia;1;2025;3841798.16;153671.9264
QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;SP;417173;7658098000118;Administradora de Benefícios;3;2025;3813321.51;3813321.51
CROWN ODONTOLOGIA DE GRUPO LTDA;SP;397245;69099307000198;Odontologia de Grupo;2;2025;3695897.29;263992.66357142857
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;SP;418072;13223975000120;Seguradora Especializada em Saúde;2;2025;3641232.2;214190.1294117647
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;MG;413551;4299994000140;Medicina de Grupo;2;2025;3556854.21;187202.85315789474
COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;MG;419028;25906728000108;Cooperativa odontológica;1;2025;3518557.43;185187.23315789475
VALE PLANOS DE SAÚDE LTDA;PE;424048;29754208000188;Medicina de Grupo;1;2025;3311045.43;236503.24500000002
SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;SP;419524;19304091000187;Odontologia de Grupo;2;2025;3230636.76;215375.78399999999
SISTEMA PREVSAUDE DENTAL LTDA;CE;333239;1672007000112;Odontologia de Grupo;2;2025;3186848.08;6988.701929824561
ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;RS;382639;92911056000116;Autogestão;1;2025;3162468.84;105415.628
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;MG;341819;763923000103;Cooperativa Médica;3;2025;3139409.81;95133.63060606061
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;CE;327328;5455431000166;Medicina de Grupo;2;2025;3125020.66;183824.74470588236
SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;SP;422746;40038813000195;Medicina de Grupo;1;2025;3088530.16;205902.01066666667
BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;TO;421561;31596055000130;Odontologia de Grupo;3;2025;3070994.63;438713.51857142855
INFINITY SAÚDE SUPLEMENTAR LTDA;MT;423564;42785902000120;Medicina de Grupo;2;2025;2997520.51;166528.9172222222
PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;BA;417106;10767219000174;Odontologia de Grupo;1;2025;2980816.04;425830.86285714287
UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA;MT;343404;37496767000163;Cooperativa odontológica;1;2025;2956717.84;164262.10222222222
HEALTH-MED SISTEMA DE SAUDE LTDA;RJ;421723;27047334000177;Medicina de Grupo;1;2025;2814707.1;6172.6032894736845
SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;SP;420051;19031941000110;Odontologia de Grupo;1;2025;2761663.6199999996;6123.422660753879
SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;SP;420051;19031941000110;Odontologia de Grupo;2;2025;2761536.2199999997;6123.140177383591
PLANO SIGMA SAÚDE LTDA;SP;423408;29117294000118;Medicina de Grupo;1;2025;2755598.61;27555.9861
ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.;SP;419281;14891935000110;Odontologia de Grupo;1;2025;2686719.93;5957.2503991130825
MEDHEALTH PLANOS DE SAÚDE LTDA;PR;421367;28310835000167;Medicina de Grupo;2;2025;2661280.53;126727.64428571428
ODILE SERVIÇOS DE SAÚDE LTDA.;SP;422754;40246859000108;Medicina de Grupo;3;2025;2620603.86;187185.99
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;MA;415901;41369935000127;Medicina de Grupo;1;2025;2602211.62;173480.77466666666
ODONTO PRIME S/S LTDA;CE;418994;17048922000171;Odontologia de Grupo;3;2025;2435086.88;405847.8133333333
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;RJ;409286;68687722000108;Medicina de Grupo;3;2025;2425404.5100000002;86621.58964285716
SAUDIA ASSISTENCIA MÉDICA LTDA;MG;423645;49481538000154;Medicina de Grupo;3;2025;2420129.69;80670.98966666666
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;RS;316903;93507895000136;Medicina de Grupo;3;2025;2255661.63;90226.46519999999
CROWN ODONTOLOGIA DE GRUPO LTDA;SP;397245;69099307000198;Odontologia de Grupo;1;2025;2174111.44;155293.67428571428
BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;TO;421561;31596055000130;Odontologia de Grupo;2;2025;2161035.82;308719.40285714285
INNOVA PLANO DE SAUDE LTDA;RO;423572;48982275000102;Medicina de Grupo;2;2025;2124204.71;151728.90785714285
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;MG;341819;763923000103;Cooperativa Médica;2;2025;2117368.79;68302.21903225807
QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;BA;417131;10456692000130;Odontologia de Grupo;1;2025;2081839.94;297405.7057142857
PLANO SIGMA SAÚDE LTDA;SP;423408;29117294000118;Medicina de Grupo;3;2025;2059672.54;20596.7254
ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA;SP;423912;53249803000140;Medicina de Grupo;3;2025;1980048.75;4390.35199556541
SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;SP;419524;19304091000187;Odontologia de Grupo;1;2025;1943073.85;129538.25666666667
SISTEMA PREVSAUDE DENTAL LTDA;CE;333239;1672007000112;Odontologia de Grupo;1;2025;1686920.15;3699.386293859649
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;CE;327328;5455431000166;Medicina de Grupo;1;2025;1682643.63;98979.03705882352
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;RS;316903;93507895000136;Medicina de Grupo;2;2025;1663731.69;66549.26759999999
ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;SP;423262;45568546000181;Odontologia de Grupo;2;2025;1626947.18;3567.8666228070174
BIORAL SISTEMA ODONTOLÓGICO LTDA.;SP;419079;14674151000130;Odontologia de Grupo;3;2025;1614209.75;100888.109375
BEMSTAR ASSISTENCIA MEDICA LTDA;BA;423181;45050963000138;Medicina de Grupo;3;2025;1611249.69;64449.9876
BEMSTAR ASSISTENCIA MEDICA LTDA;BA;423181;45050963000138;Medicina de Grupo;2;2025;1577752.09;63110.083600000005
ODONTO PRIME S/S LTDA;CE;418994;17048922000171;Odontologia de Grupo;2;2025;1574904.3599999999;262484.06
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;RJ;409286;68687722000108;Medicina de Grupo;2;2025;1574010.32;56214.654285714285
BIORAL SISTEMA ODONTOLÓGICO LTDA.;SP;419079;14674151000130;Odontologia de Grupo;2;2025;1558141.19;97383.824375
ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;SP;423262;45568546000181;Odontologia de Grupo;1;2025;1552858.18;3405.390745614035
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO;MG;341819;763923000103;Cooperativa Médica;1;2025;1536933.29;49578.49322580645
BIORAL SISTEMA ODONTOLÓGICO LTDA.;SP;419079;14674151000130;Odontologia de Grupo;1;2025;1440015.56;90000.9725
BLUZZ SAÚDE S/A;ES;424170;54557861000102;Medicina de Grupo;1;2025;1332425.93;70127.68052631579
ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA;SP;423262;45568546000181;Odontologia de Grupo;3;2025;1331613.46;2920.204956140351
SAUDIA ASSISTENCIA MÉDICA LTDA;MG;423645;49481538000154;Medicina de Grupo;1;2025;1277700.97;70983.38722222223
BEMSTAR ASSISTENCIA MEDICA LTDA;BA;423181;45050963000138;Medicina de Grupo;1;2025;1204935.07;63417.6352631579
BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;TO;421561;31596055000130;Odontologia de Grupo;1;2025;1196580.56;170940.08000000002
INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA;SP;420841;22694698000125;Medicina de Grupo;1;2025;1154576.18;2560.0358758314856
INFINITY SAÚDE SUPLEMENTAR LTDA;MT;423564;42785902000120;Medicina de Grupo;1;2025;1154327.8399999999;64129.324444444435
UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO;MT;328031;2511261000100;Cooperativa Médica;1;2025;1034556.9;172426.15
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;RS;316903;93507895000136;Medicina de Grupo;1;2025;1005578.89;40223.1556
ODILE SERVIÇOS DE SAÚDE LTDA.;SP;422754;40246859000108;Medicina de Grupo;2;2025;989359.6499999999;70668.54642857143
UNIVIDA USA OPERADORA EM SAUDE S/A;SP;422134;34608096000197;Medicina de Grupo;1;2025;985330.31;2184.7678713968958
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;RJ;409286;68687722000108;Medicina de Grupo;1;2025;927010.54;33107.51928571429
ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA;SP;423912;53249803000140;Medicina de Grupo;2;2025;904017.35;2004.4730598669623
UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO;MT;328031;2511261000100;Cooperativa Médica;3;2025;869795.6000000001;144965.93333333335
